AveMonthSpend,Age,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
82,42,Graduate Degree,Skilled Manual,M,M,1,0,0,5,127224
71,41,Partial College,Clerical,M,M,1,1,0,1,44855
48,41,Partial College,Clerical,F,M,1,1,0,1,51174
50,41,Partial College,Clerical,F,M,1,1,0,1,55652
50,41,Partial College,Clerical,F,M,1,1,0,1,49989
50,41,Partial College,Clerical,F,M,1,1,0,1,49989
48,40,Partial College,Clerical,F,M,1,1,0,1,42707
74,40,Partial College,Clerical,M,M,1,1,0,1,52302
74,40,Partial College,Clerical,M,M,1,1,0,1,53943
53,40,Partial College,Clerical,F,M,1,1,0,1,49133
53,40,Partial College,Clerical,F,M,1,1,0,1,41958
53,40,Partial College,Clerical,F,M,1,1,0,1,41343
46,40,Partial College,Clerical,F,M,1,1,0,1,41004
77,39,Graduate Degree,Skilled Manual,M,S,1,0,0,4,109191
80,39,Graduate Degree,Skilled Manual,M,M,1,0,0,4,106410
80,39,Graduate Degree,Skilled Manual,M,M,1,0,0,4,102502
85,39,Graduate Degree,Skilled Manual,M,M,1,0,0,4,105526
46,38,Graduate Degree,Skilled Manual,F,S,0,0,0,4,86339
76,38,Graduate Degree,Skilled Manual,M,M,1,0,0,4,85692
79,38,Graduate Degree,Skilled Manual,M,S,1,0,0,4,114827
80,38,Graduate Degree,Skilled Manual,M,S,0,0,0,4,105953
67,29,Partial College,Manual,M,S,0,0,1,1,13732
54,29,Partial College,Manual,F,M,1,1,1,1,26584
73,29,Bachelors ,Clerical,M,M,1,0,0,1,54405
79,29,Bachelors ,Clerical,M,M,1,0,0,1,62562
54,29,Bachelors ,Clerical,F,M,1,0,1,1,66459
52,29,Graduate Degree,Clerical,F,M,1,0,0,0,73868
66,29,Graduate Degree,Clerical,M,S,1,0,0,0,63934
47,29,Bachelors ,Clerical,F,M,1,0,0,0,51946
41,29,Bachelors ,Clerical,F,S,1,0,0,0,56542
80,30,High School,Manual,M,S,1,1,3,3,13095
71,30,Partial College,Manual,M,S,0,1,1,1,25394
52,30,Partial College,Manual,F,M,1,1,1,1,22566
30,71,High School,Manual,F,S,1,2,0,4,14127
38,71,Bachelors ,Clerical,F,M,1,0,0,1,47774
78,30,Partial College,Manual,M,M,1,1,1,1,18574
51,30,Bachelors ,Clerical,F,S,0,0,1,1,46505
80,30,Bachelors ,Clerical,M,S,0,0,1,1,66374
85,30,Bachelors ,Clerical,M,S,0,1,1,1,64046
52,30,Bachelors ,Clerical,F,S,0,1,1,1,50465
71,31,Partial High School,Manual,F,S,1,2,5,5,19019
77,31,High School,Manual,M,M,1,1,1,1,23154
66,31,High School,Manual,M,S,0,1,1,1,24831
71,31,High School,Manual,M,S,0,2,1,1,11841
82,31,High School,Manual,M,S,1,0,2,2,26963
44,30,Bachelors ,Clerical,F,M,1,0,0,0,47230
50,30,Bachelors ,Clerical,F,M,1,0,0,0,49115
55,31,High School,Manual,F,S,1,0,2,2,27559
88,31,Bachelors ,Clerical,M,M,1,1,1,1,57346
51,31,Bachelors ,Skilled Manual,F,M,1,2,1,1,34958
94,31,Bachelors ,Skilled Manual,M,M,1,2,1,1,66022
82,31,Bachelors ,Skilled Manual,M,M,1,2,1,1,48566
50,32,High School,Manual,F,S,1,1,2,2,20389
51,32,High School,Manual,F,S,1,1,2,2,11703
78,32,High School,Manual,M,S,1,2,2,2,18421
57,32,Bachelors ,Skilled Manual,F,M,1,2,1,1,50682
56,33,Partial High School,Manual,F,S,1,2,2,3,24042
89,33,High School,Manual,M,S,1,1,3,3,14661
68,64,Bachelors ,Skilled Manual,M,M,1,1,0,1,80066
41,31,Bachelors ,Professional,F,M,1,0,0,0,40986
59,34,Partial College,Clerical,F,S,1,0,2,2,45750
54,32,Partial College,Clerical,F,S,1,0,2,2,36855
48,32,Bachelors ,Skilled Manual,F,M,1,0,0,1,55831
73,32,Bachelors ,Skilled Manual,M,M,1,0,0,1,51113
95,33,Partial College,Clerical,M,S,1,2,2,2,63904
64,33,Partial College,Clerical,F,M,0,2,2,2,50324
48,33,Bachelors ,Skilled Manual,F,M,1,0,0,1,45660
57,34,Partial College,Clerical,F,S,1,2,2,2,39511
61,34,Partial College,Clerical,F,S,1,0,3,3,40830
63,19,High School,Manual,M,S,0,1,0,0,24622
61,20,High School,Manual,M,S,1,1,0,0,16878
90,18,High School,Manual,M,S,1,2,4,4,17721
111,18,High School,Manual,M,S,1,3,5,5,36871
74,34,Bachelors ,Skilled Manual,M,M,1,0,0,1,53635
65,19,Partial College,Clerical,F,S,1,2,3,3,50235
64,19,Partial College,Clerical,F,S,1,3,3,3,48051
46,20,High School,Manual,F,S,0,1,0,0,21392
43,20,Partial College,Clerical,F,S,0,1,0,0,44223
64,20,Partial College,Clerical,M,S,1,1,0,0,65113
64,20,Partial College,Clerical,M,S,0,1,0,0,66237
67,20,Partial College,Clerical,M,S,0,1,0,0,56625
66,20,Partial College,Clerical,M,S,1,1,0,0,38077
40,21,High School,Manual,F,S,0,1,0,0,19162
42,22,Partial High School,Manual,F,S,0,2,0,0,21949
59,21,High School,Manual,M,S,0,1,0,0,23905
61,21,Partial College,Clerical,M,S,0,1,0,0,47816
64,22,Partial College,Clerical,M,S,0,1,0,0,53896
63,23,Partial High School,Manual,M,M,0,1,0,0,20713
54,23,Partial High School,Manual,M,S,0,2,0,0,25692
51,22,Partial College,Clerical,F,S,0,1,0,0,45413
46,22,Partial College,Clerical,F,S,0,1,0,0,47886
85,22,Bachelors ,Skilled Manual,M,M,1,0,1,1,53987
51,22,Bachelors ,Skilled Manual,F,M,1,0,1,1,45417
77,38,Graduate Degree,Skilled Manual,M,S,0,0,0,4,106706
83,38,Graduate Degree,Skilled Manual,M,M,1,0,0,4,122411
50,24,Graduate Degree,Skilled Manual,F,S,1,0,0,0,64152
40,24,Graduate Degree,Skilled Manual,F,S,0,0,0,0,48421
79,24,Graduate Degree,Skilled Manual,M,M,1,0,0,0,75790
46,24,Graduate Degree,Skilled Manual,F,S,1,0,0,1,61694
68,24,Graduate Degree,Skilled Manual,M,S,1,0,0,1,75650
80,24,Graduate Degree,Skilled Manual,M,M,1,0,0,1,78784
84,24,Graduate Degree,Skilled Manual,M,M,1,0,0,1,127700
42,25,Graduate Degree,Skilled Manual,F,S,1,0,0,1,54488
118,26,High School,Skilled Manual,M,S,1,3,4,4,68216
51,26,Graduate Degree,Skilled Manual,F,M,1,0,0,1,85250
97,26,Graduate Degree,Skilled Manual,M,M,1,0,1,1,111389
60,26,Graduate Degree,Skilled Manual,F,M,1,0,1,1,79234
85,25,Bachelors ,Skilled Manual,M,M,1,0,1,1,66375
83,25,Graduate Degree,Skilled Manual,M,M,1,0,0,1,97505
87,25,Graduate Degree,Skilled Manual,M,M,1,0,0,1,101012
51,25,Graduate Degree,Professional,F,S,1,0,0,1,110957
45,25,Graduate Degree,Professional,F,M,1,0,0,1,105876
50,27,Bachelors ,Skilled Manual,F,M,1,0,1,1,40995
91,27,Bachelors ,Skilled Manual,M,M,1,0,1,1,64150
61,27,Bachelors ,Skilled Manual,F,M,1,1,1,1,58863
95,28,Bachelors ,Skilled Manual,M,S,1,0,2,2,64775
51,28,Bachelors ,Skilled Manual,F,S,1,0,2,2,36769
91,28,Bachelors ,Skilled Manual,M,S,0,0,2,2,62785
76,28,Graduate Degree,Professional,M,S,1,0,0,1,105094
81,28,Graduate Degree,Professional,M,M,1,0,0,1,115445
85,28,Graduate Degree,Professional,M,M,1,0,0,1,112129
54,26,Graduate Degree,Professional,F,M,1,0,0,1,92741
86,26,Graduate Degree,Professional,M,M,1,0,0,1,114417
50,26,Graduate Degree,Professional,F,S,1,0,0,1,90115
53,26,Graduate Degree,Professional,F,M,1,0,0,1,88305
49,26,Graduate Degree,Professional,F,S,1,0,0,2,86305
55,26,Graduate Degree,Professional,F,M,1,0,0,3,89928
56,26,Graduate Degree,Professional,F,M,1,0,0,3,97501
87,28,Graduate Degree,Professional,M,M,1,0,0,1,105725
77,28,Graduate Degree,Professional,M,S,1,0,0,1,101064
54,28,Graduate Degree,Professional,F,M,1,0,0,1,92346
77,27,Graduate Degree,Professional,M,S,1,0,0,1,130889
74,27,Graduate Degree,Professional,M,S,1,0,0,2,91840
84,27,Graduate Degree,Professional,M,M,1,0,0,4,108841
47,27,Graduate Degree,Professional,F,S,1,0,0,4,107282
53,27,Graduate Degree,Professional,F,M,1,0,0,4,94021
81,27,Graduate Degree,Professional,M,M,1,0,0,2,146796
106,30,Bachelors ,Skilled Manual,M,M,1,1,2,2,89410
56,30,Bachelors ,Skilled Manual,F,S,1,1,2,2,60477
58,30,Bachelors ,Skilled Manual,F,S,1,1,2,2,60590
73,31,Bachelors ,Skilled Manual,F,S,0,0,3,3,79431
125,31,Bachelors ,Skilled Manual,M,M,1,1,3,3,106639
68,31,Bachelors ,Skilled Manual,F,S,1,1,3,3,79073
53,31,Graduate Degree,Professional,F,M,1,0,0,0,88849
74,31,Graduate Degree,Professional,M,S,1,0,0,4,95729
83,31,Graduate Degree,Professional,M,M,1,0,0,0,147685
75,28,Graduate Degree,Professional,M,S,1,0,0,2,122690
84,28,Graduate Degree,Professional,M,M,1,0,0,5,110777
151,28,Graduate Degree,Professional,M,M,1,2,5,5,107778
103,28,Graduate Degree,Professional,F,M,1,2,5,5,92625
95,28,Graduate Degree,Professional,F,M,1,2,5,5,84524
57,40,Partial College,Professional,F,M,1,1,0,2,107066
57,40,Partial College,Professional,F,M,1,1,0,2,107066
86,28,Graduate Degree,Professional,M,M,1,0,0,2,138976
74,32,Bachelors ,Professional,M,S,0,1,0,0,84004
75,32,Bachelors ,Professional,M,M,0,1,0,0,62935
70,32,Bachelors ,Professional,M,S,0,1,0,0,75676
71,32,Bachelors ,Professional,M,S,0,1,0,0,70711
80,32,Bachelors ,Skilled Manual,F,S,1,2,3,3,109888
131,32,Bachelors ,Skilled Manual,M,M,1,2,3,3,119535
48,32,Graduate Degree,Professional,F,M,1,0,0,0,77681
49,33,Bachelors ,Professional,F,S,0,1,0,0,67292
72,33,Bachelors ,Professional,M,M,0,1,0,0,73340
79,33,Bachelors ,Skilled Manual,F,S,0,2,4,4,66035
128,33,Bachelors ,Skilled Manual,M,M,1,4,4,4,54454
154,33,Bachelors ,Skilled Manual,M,M,1,3,5,5,74684
69,33,Bachelors ,Skilled Manual,F,S,1,3,5,5,26824
103,33,Bachelors ,Skilled Manual,M,M,1,2,2,4,72651
100,33,Bachelors ,Skilled Manual,M,M,1,2,2,4,58380
104,34,Bachelors ,Skilled Manual,M,S,0,2,2,4,108809
99,34,Bachelors ,Professional,M,S,0,2,2,4,87811
117,34,Bachelors ,Professional,M,M,1,2,2,4,103791
65,34,Bachelors ,Professional,F,S,1,2,2,4,89905
41,29,Bachelors ,Professional,F,S,0,1,0,0,80358
69,29,Bachelors ,Professional,M,S,0,1,0,0,93369
64,29,Graduate Degree,Professional,F,S,1,0,2,2,86872
111,34,Bachelors ,Professional,M,M,1,2,2,4,102642
65,34,Bachelors ,Professional,F,S,1,3,2,4,81836
72,34,Bachelors ,Professional,F,S,1,3,2,4,93232
72,34,Graduate Degree,Professional,F,S,0,0,2,3,82802
65,35,High School,Skilled Manual,F,M,1,2,2,3,49011
55,35,Partial College,Skilled Manual,F,M,1,1,0,1,69362
82,35,Partial College,Skilled Manual,M,M,1,1,0,1,87905
48,35,Partial College,Skilled Manual,F,M,1,1,0,1,65333
46,35,Partial College,Skilled Manual,F,M,1,1,0,1,73482
94,36,High School,Skilled Manual,M,S,1,2,2,4,52595
80,36,Partial College,Skilled Manual,M,M,0,1,0,1,82427
53,36,Partial College,Skilled Manual,F,M,1,1,0,1,83619
98,37,High School,Skilled Manual,M,M,1,2,2,4,55467
80,37,Partial College,Skilled Manual,M,M,1,1,0,1,79462
76,30,Partial College,Skilled Manual,M,S,0,1,0,0,93496
67,30,Partial College,Skilled Manual,M,S,0,1,0,0,68635
70,30,Partial College,Skilled Manual,M,S,0,1,0,0,83017
71,30,Partial College,Skilled Manual,M,S,0,1,0,0,79866
79,30,Graduate Degree,Professional,M,S,0,1,0,0,110193
77,37,Partial College,Skilled Manual,M,M,1,1,0,1,83384
84,37,Partial College,Skilled Manual,M,M,1,1,0,1,96467
50,37,Partial College,Skilled Manual,F,M,1,1,0,1,61941
49,37,Partial College,Skilled Manual,F,M,1,1,0,1,75157
81,38,Partial College,Skilled Manual,M,M,1,1,0,1,76795
82,38,Partial College,Skilled Manual,M,M,0,1,0,1,102509
60,38,Partial College,Skilled Manual,F,M,1,1,0,1,74698
87,38,Partial College,Skilled Manual,M,M,0,1,0,1,100481
80,38,Bachelors ,Professional,F,M,1,0,3,4,91533
87,38,Graduate Degree,Professional,M,M,1,1,0,2,118803
49,26,Graduate Degree,Professional,F,M,1,0,0,1,85418
49,26,Graduate Degree,Professional,F,M,1,0,0,1,85418
59,38,Graduate Degree,Professional,F,M,1,0,0,4,108882
77,39,Bachelors ,Professional,M,M,1,1,0,1,92609
47,39,Bachelors ,Professional,F,M,1,1,0,1,72111
51,39,Bachelors ,Professional,F,M,1,1,0,1,76026
73,39,Bachelors ,Professional,M,S,1,1,0,1,113000
135,39,Graduate Degree,Professional,M,M,1,1,4,5,92987
76,29,Bachelors ,Professional,F,M,1,1,2,2,98547
97,27,Graduate Degree,Management,F,M,1,1,4,4,114535
98,27,Graduate Degree,Management,F,M,1,1,4,4,126946
91,27,Graduate Degree,Management,F,M,1,1,4,4,120493
57,27,Bachelors ,Professional,F,M,1,0,0,2,114119
114,29,Bachelors ,Professional,M,M,1,1,2,2,109115
68,29,Bachelors ,Professional,F,S,0,1,2,2,89809
152,29,Bachelors ,Professional,M,M,1,3,5,5,96903
163,29,Bachelors ,Professional,M,M,1,3,5,5,105102
96,30,Bachelors ,Professional,F,M,1,4,5,5,82800
145,30,Bachelors ,Professional,M,S,1,4,5,5,108864
158,30,Bachelors ,Professional,M,M,1,4,5,5,108435
165,30,Graduate Degree,Management,M,M,1,2,5,5,134205
95,30,Graduate Degree,Management,F,S,1,3,5,5,109730
53,31,Bachelors ,Professional,F,S,0,0,0,0,98500
51,31,Bachelors ,Professional,F,S,0,0,0,0,101280
85,31,Bachelors ,Professional,M,M,1,0,0,2,127226
41,24,Graduate Degree,Skilled Manual,F,S,1,0,0,0,61033
66,24,Graduate Degree,Skilled Manual,M,S,0,0,0,0,63926
76,24,Graduate Degree,Skilled Manual,M,M,1,0,0,1,75295
74,24,Graduate Degree,Skilled Manual,M,S,1,0,0,1,77300
53,24,Graduate Degree,Skilled Manual,F,M,1,0,0,1,66214
38,24,Graduate Degree,Skilled Manual,F,S,1,0,0,1,46923
78,24,Graduate Degree,Skilled Manual,M,M,1,0,0,1,65536
50,26,Graduate Degree,Skilled Manual,F,S,1,0,0,1,83033
46,26,Graduate Degree,Skilled Manual,F,S,1,0,0,1,74819
50,26,Graduate Degree,Skilled Manual,F,S,1,0,0,1,98681
96,26,Graduate Degree,Skilled Manual,M,M,1,0,1,1,107657
63,26,Graduate Degree,Skilled Manual,F,M,1,0,1,1,79760
63,26,Graduate Degree,Skilled Manual,F,M,1,0,1,1,79947
90,25,Graduate Degree,Skilled Manual,M,M,1,0,1,1,75266
87,25,Bachelors ,Skilled Manual,M,M,1,0,1,1,68517
74,25,Graduate Degree,Skilled Manual,M,M,1,0,0,1,86128
50,27,Bachelors ,Skilled Manual,F,M,1,0,1,1,39190
87,27,Bachelors ,Skilled Manual,M,M,1,0,1,1,60086
82,27,Graduate Degree,Professional,M,M,1,0,0,1,125166
82,27,Graduate Degree,Professional,M,M,1,0,0,1,125166
62,28,Bachelors ,Skilled Manual,F,M,1,1,1,1,60317
92,28,Bachelors ,Skilled Manual,M,M,1,1,1,1,71406
57,28,Bachelors ,Skilled Manual,F,S,1,0,2,2,51767
62,28,Bachelors ,Skilled Manual,F,S,1,0,2,2,46301
58,28,Bachelors ,Skilled Manual,F,S,0,0,2,2,54249
91,28,Bachelors ,Skilled Manual,M,S,1,0,2,2,65423
95,28,Bachelors ,Skilled Manual,M,M,1,0,2,2,54992
52,28,Graduate Degree,Professional,F,M,1,0,0,1,95222
84,28,Graduate Degree,Professional,M,M,1,0,0,1,120478
53,26,Graduate Degree,Professional,F,M,1,0,0,1,99304
84,26,Graduate Degree,Professional,M,M,1,0,0,2,124295
52,26,Graduate Degree,Professional,F,M,1,0,0,2,94545
81,28,Graduate Degree,Professional,M,M,1,0,0,1,127616
116,29,Bachelors ,Skilled Manual,M,M,1,0,2,2,94265
74,30,Bachelors ,Professional,M,S,0,1,0,0,71792
45,30,Bachelors ,Professional,F,S,1,1,0,0,55872
77,30,Bachelors ,Professional,M,M,0,1,0,0,71666
50,30,Bachelors ,Professional,F,M,0,1,0,0,71641
87,27,Graduate Degree,Professional,M,M,1,0,0,2,126447
55,27,Graduate Degree,Professional,F,M,1,0,0,3,95918
88,27,Graduate Degree,Professional,M,M,1,0,0,4,116176
46,27,Graduate Degree,Professional,F,S,1,0,0,4,100097
50,31,Graduate Degree,Professional,F,M,1,0,0,0,96810
87,31,Graduate Degree,Professional,M,M,1,0,0,0,115275
57,31,Graduate Degree,Professional,F,M,1,0,0,0,101762
60,31,Graduate Degree,Professional,F,M,1,0,0,0,98190
56,31,Graduate Degree,Professional,F,M,1,0,0,4,100750
50,31,Graduate Degree,Professional,F,S,1,0,0,5,94716
64,31,Graduate Degree,Professional,F,M,1,0,0,5,107943
52,28,Graduate Degree,Professional,F,M,1,0,0,2,80547
99,28,Graduate Degree,Professional,F,M,1,2,5,5,100104
97,28,Graduate Degree,Professional,F,M,1,2,5,5,95143
58,28,Graduate Degree,Professional,F,M,1,0,0,3,132956
91,28,Graduate Degree,Professional,M,M,1,0,0,3,141543
49,32,Bachelors ,Professional,F,S,0,1,0,0,64007
133,32,Bachelors ,Skilled Manual,M,M,1,1,3,3,137611
123,32,Bachelors ,Skilled Manual,M,S,0,1,3,3,127467
119,32,Bachelors ,Skilled Manual,M,S,1,2,3,3,122682
134,32,Bachelors ,Skilled Manual,M,M,1,2,3,3,121929
84,32,Bachelors ,Skilled Manual,F,S,1,2,3,3,110699
123,32,Bachelors ,Skilled Manual,M,S,0,2,3,3,127779
77,32,Graduate Degree,Professional,M,S,1,1,0,0,111130
85,32,Graduate Degree,Professional,M,M,1,1,0,0,113981
79,33,Bachelors ,Professional,M,M,0,1,0,0,78883
118,33,Bachelors ,Skilled Manual,M,S,1,3,4,4,56819
74,33,Bachelors ,Skilled Manual,F,S,0,3,4,4,55688
75,33,Bachelors ,Skilled Manual,F,S,1,3,4,4,46786
34,73,High School,Skilled Manual,F,S,0,2,0,2,49058
54,33,Bachelors ,Skilled Manual,F,S,1,2,2,4,48291
55,33,Bachelors ,Skilled Manual,F,S,0,2,2,4,39513
107,33,Bachelors ,Skilled Manual,M,M,1,2,2,4,62174
57,33,Bachelors ,Skilled Manual,F,S,1,2,2,4,52197
62,33,Bachelors ,Skilled Manual,F,S,1,2,2,4,49839
56,34,Bachelors ,Professional,F,S,1,2,2,4,68470
104,34,Bachelors ,Professional,M,S,0,2,2,4,95818
49,29,Bachelors ,Professional,F,S,1,1,0,0,93521
108,29,Graduate Degree,Professional,M,S,0,0,2,2,113857
110,34,Bachelors ,Professional,M,M,1,4,2,4,106879
110,34,Graduate Degree,Professional,M,M,1,0,2,3,106048
72,34,Graduate Degree,Professional,F,S,0,0,2,3,107104
97,35,High School,Skilled Manual,M,M,1,2,2,3,53223
84,35,Partial College,Skilled Manual,M,M,1,1,0,1,82660
60,35,Partial College,Skilled Manual,F,M,1,1,0,1,73135
58,36,High School,Skilled Manual,F,S,1,2,2,4,41729
53,36,Partial College,Skilled Manual,F,M,1,1,0,1,67398
54,36,Partial College,Skilled Manual,F,M,1,1,0,1,82702
51,36,Partial College,Skilled Manual,F,M,1,1,0,1,61437
76,36,Partial College,Skilled Manual,M,M,0,1,0,1,77080
105,37,High School,Skilled Manual,M,M,1,2,2,4,69580
48,30,Partial College,Skilled Manual,F,S,1,1,0,0,69219
43,30,Partial College,Skilled Manual,F,S,0,1,0,0,76949
50,30,Partial College,Skilled Manual,F,S,0,1,0,0,87174
75,30,Partial College,Skilled Manual,M,S,0,1,0,0,77766
55,30,Graduate Degree,Professional,F,S,0,1,0,0,90136
85,30,Graduate Degree,Professional,M,M,0,1,0,0,120466
85,30,Bachelors ,Professional,M,S,0,1,0,0,111585
82,37,Partial College,Skilled Manual,M,M,0,1,0,1,84892
50,37,Partial College,Skilled Manual,F,M,1,1,0,1,66338
54,37,Partial College,Skilled Manual,F,M,1,1,0,1,60357
83,37,Partial College,Skilled Manual,M,M,1,1,0,1,106963
48,38,Partial College,Skilled Manual,F,M,1,1,0,1,68425
124,38,Bachelors ,Professional,M,M,1,0,3,4,101013
126,38,Bachelors ,Professional,M,M,1,0,3,4,100935
103,38,Graduate Degree,Professional,F,M,1,3,5,5,97603
51,38,Graduate Degree,Professional,F,M,1,0,0,5,117498
89,38,Graduate Degree,Professional,M,M,1,0,0,2,142922
79,39,Bachelors ,Professional,M,S,1,1,0,1,102337
86,39,Graduate Degree,Professional,F,M,1,1,4,5,90072
92,39,Graduate Degree,Professional,F,M,1,2,4,5,94775
87,28,Graduate Degree,Management,M,M,1,0,0,1,131700
88,28,Graduate Degree,Management,M,M,1,0,0,2,152970
62,28,Graduate Degree,Management,F,M,1,0,0,1,117281
89,28,Graduate Degree,Management,M,M,1,0,0,1,138717
89,28,Graduate Degree,Management,M,M,1,0,0,1,134786
105,29,Bachelors ,Professional,M,S,0,1,2,2,94781
92,27,Graduate Degree,Management,F,M,1,1,4,4,123068
83,27,Graduate Degree,Management,F,S,1,1,4,4,104974
66,29,Bachelors ,Professional,F,S,0,1,2,2,81250
165,30,Bachelors ,Professional,M,M,1,3,5,5,107972
53,28,Graduate Degree,Management,F,S,1,0,0,1,151631
53,28,Graduate Degree,Management,F,S,1,1,0,1,158142
86,28,Graduate Degree,Management,M,S,1,1,0,1,177947
103,30,Graduate Degree,Management,F,M,1,3,5,5,115633
95,30,Graduate Degree,Management,F,S,1,3,5,5,116817
151,31,Graduate Degree,Management,M,S,1,3,5,5,128597
108,31,Graduate Degree,Management,F,M,0,3,5,5,115168
100,31,Graduate Degree,Management,F,M,1,3,5,5,107157
106,31,Graduate Degree,Management,F,M,1,3,5,5,120349
69,32,Bachelors ,Professional,F,S,1,1,3,3,82657
73,32,Bachelors ,Professional,F,M,1,1,3,3,68507
51,29,Bachelors ,Professional,F,S,0,1,0,0,73979
75,29,Bachelors ,Professional,M,S,1,1,0,0,112018
72,32,Bachelors ,Professional,M,S,0,1,0,0,84816
72,32,Bachelors ,Professional,M,S,1,1,0,0,99778
84,33,Bachelors ,Professional,F,M,1,2,3,3,84423
145,33,Bachelors ,Professional,M,M,1,2,4,4,106532
79,33,Bachelors ,Professional,F,S,1,3,4,4,74342
141,33,Bachelors ,Professional,M,M,1,3,4,4,104610
137,29,Partial College,Skilled Manual,M,S,0,2,4,4,126330
42,18,Partial College,Skilled Manual,F,M,0,1,0,0,67052
70,18,Partial College,Skilled Manual,M,S,0,1,0,0,78261
40,19,Partial College,Skilled Manual,F,S,1,1,0,0,41434
65,19,Partial College,Skilled Manual,M,S,0,1,0,0,56653
47,19,Partial College,Skilled Manual,F,S,0,1,0,0,47496
47,19,Partial College,Skilled Manual,F,M,1,2,0,0,70385
46,51,Partial College,Clerical,F,S,1,2,0,2,42111
41,50,High School,Skilled Manual,F,M,0,2,0,4,21184
67,19,Partial College,Skilled Manual,M,S,1,2,0,0,77325
55,19,Partial College,Skilled Manual,F,M,0,2,0,0,95465
68,20,Partial High School,Clerical,M,S,1,2,0,0,61645
42,20,Partial College,Skilled Manual,F,S,1,1,0,0,34648
67,20,Partial College,Skilled Manual,M,M,1,1,0,0,58559
69,20,Partial College,Skilled Manual,M,M,0,2,0,0,48687
71,20,Partial College,Skilled Manual,M,M,1,2,0,0,77111
73,20,Partial College,Skilled Manual,M,S,0,2,0,0,100961
82,20,Bachelors ,Management,M,M,1,3,0,3,129621
76,48,Partial High School,Clerical,M,M,1,2,1,2,22159
50,48,Partial High School,Clerical,F,M,1,2,1,2,24475
66,17,Partial College,Skilled Manual,M,M,0,2,0,0,34794
46,46,High School,Skilled Manual,F,S,1,2,0,3,44979
43,46,High School,Skilled Manual,F,S,0,2,0,3,49745
44,17,Partial College,Skilled Manual,F,S,1,2,0,0,78062
45,18,Partial College,Skilled Manual,F,M,1,2,0,0,62985
47,45,Partial College,Skilled Manual,F,M,1,2,0,2,40488
82,43,Partial College,Skilled Manual,M,S,0,2,0,2,117704
43,22,High School,Skilled Manual,F,S,0,2,0,0,49386
81,22,Partial College,Skilled Manual,M,M,1,2,0,0,92523
74,22,Partial College,Skilled Manual,M,S,1,2,0,0,89214
44,23,High School,Skilled Manual,F,S,1,2,0,0,27855
80,24,Partial College,Professional,M,S,1,2,0,0,97395
48,24,Partial College,Professional,F,S,0,2,0,0,81455
49,24,Partial College,Professional,F,S,0,2,0,0,83394
52,24,Partial College,Professional,F,S,1,2,0,0,100127
53,21,Partial College,Professional,F,S,0,2,0,0,88622
81,42,High School,Skilled Manual,M,M,0,2,0,2,108975
72,41,High School,Skilled Manual,M,S,0,2,0,2,88530
48,41,High School,Skilled Manual,F,S,1,2,0,2,72155
77,41,High School,Skilled Manual,M,S,1,2,0,2,89601
50,40,High School,Professional,F,S,1,2,0,2,103806
67,39,Graduate Degree,Management,F,S,0,2,1,1,147737
100,39,Graduate Degree,Management,M,S,0,2,1,1,181352
50,24,Bachelors ,Management,F,S,0,1,0,0,105474
48,24,Bachelors ,Management,F,S,0,1,0,0,107618
